&#65279;"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"VATZMVSP","journalArticle","2004","Manzelli, M.; Vecchio, V.; Benedettelli, S.; Andrenelli, L.","Effect of temperature and sucrose on Ulluco (Ullucus tuberosus Caldas) microtuber production under neutral photoperiodic conditions","Advances in Horticultural Science","","03946169 (ISSN)","","https://www.scopus.com/pages/publications/13844281973?origin=resultslist","The area of the Andean Mountains is characterized by a high level of biodiversity. The species Ullucus tuberosus, which belongs to the Andean Root and Tuber Crop group, has a prominent role in feeding local communities. Despite its importance, little information on the basic aspects of this crop is available and its unknown genetic wideness is at risk to disappear. This study was conducted in order to delineate the effect of both temperature and medium sucrose concentration on Ulluco microtuber production. In fact microtubers represent an efficient way to preserve germplasm and thus the definition of simple protocols for microtuber induction is a valid tool to guarantee germplasm conservation and its economic sustainability. Three levels of sucrose (30, 60 and 90 g l-1) in the Murashige-Skoog medium and two temperature growth conditions (12-18°C and 18-24°C) have been chosen to assess microtuber production in Ulluco. The 3% sucrose concentration and the 12-18°C temperature range determined the highest microtuber number. The sucrose effect on microtuber induction is in contrast to what has been observed in other species, such as Solanum tuberosum and Dioscorea composita. Low sucrose concentration and temperature are also associated with high microtuber dormancy levels. The 18-24°C temperature range and the 3% sucrose concentration induced a higher plant development in terms of fresh plant and tuber weight.","2004","2026-07-10 21:17:08","2026-07-10 21:17:08","","207-210","","4","18","","Adv. Hortic. Sci.","","","","","","","","English","","","Scopus","","","","","<p>Export Date: 10 July 2026; Cited By: 0; CODEN: AHSCF</p>","","","Dioscorea alata; Dioscorea composita; Embryophyta; Germplasm conservation; in vitro tuber induction; Microtuber dormancy; Solanum tuberosum; Tuberosum; Ulluco; Ullucus tuberosus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LFAEBCK8","journalArticle","2022","Bravo-Portocarrero, R.Y.; Leon-Tacca, B.; Llanos-Nina, J.M.; Leon-Tacca, A.; Medina, W.T.","Morphologic and agronomic characterization of 3 varieties and 27 accessions of cañihua (Chenopodium pallidicaule Aellen) from the Camacani germplasm bank, Puno, Peru","Bioagro","","13163361 (ISSN)","10.51372/bioagro342.2","https://www.scopus.com/pages/publications/85130013378?origin=resultslist","Cañihua is a very important crop in the diet of the Peruvian and Bolivian Andean highlands’ population due to the high protein quality of its grains. The Germplasm Bank of Andean Crops of Universidad Nacional del Altiplano, located in Puno, Peru, has around 400 accessions of this species, many of which do not have a standardized description that could serve as a basis for research aiming crop production improvement. The objective of this work was to characterize morphologically and agronomically 27 accessions of cañihua compared with 3 commercial varieties. The evaluated traits were plant height, number of branches, vegetative cover, length, width and number of teeth of the leaf blade, diameter and test weight of the grain, yield and harvest index, along with the number of days to branching, flowering, milky and pasty grain, and physiological maturity. The results indicate that among the varieties, the highest yield was shown by INIA-406, while Cupi and Ramis were the earliest ones. Cupi has higher yield than Ramis, although its grains are smaller. The accessions showed high variability among them and the accession 03-21-23 stood out for its high yield and the 03-21-315 for having the largest grain size, although low yield. Accession 03-21-7 showed the highest plant height and 03-21-246 the largest canopy, both with acceptable yields. It is concluded on the convenience of undertaking the improvement of the genetic stability of these four accessions. © 2022, Universidad Centroccidental Lisandro Alvarado (UCLA). All rights reserved.","2022","2026-07-10 21:17:25","2026-07-10 21:17:25","","111-124","","2","34","","Bioagro","CARACTERIZACIÓN MORFOLÓGICA Y EVALUACIÓN AGRONÓMICA DE 3 VARIEDADES Y 27 ACCESIONES DE CAÑIHUA (Chenopodium pallidicaule Aellen) PROCEDENTES DEL BANCO DE GERMOPLASMA CAMACANI, PUNO, PERÚ","","","","","Universidad Centroccidental Lisandro Alvarado (UCLA)","","Spanish","","","Scopus","","","","","<p>Export Date: 10 July 2026; Cited By: 3; Correspondence Address: R.Y. Bravo-Portocarrero; Facultad de Ciencias Agrarias, Universidad Nacional del Altiplano de Puno, Puno, Ciudad Universitaria, Peru; email: rosariobravo@unap.edu.pe</p>","","","Agronomic traits; descriptors; germplasm; morphology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SL9LHZI3","journalArticle","2022","Ttacca, B.L.; Portocarrero, R.B.; Nina, J.M.L.; Tacca, A.L.; Medina Espinoza, W.T.","Fluctuation of main insect pests and diseases in cañihua (Chenopodium pallidicaule Aellen) of the Peruvian Andean Altiplano","Revista de la Facultad de Agronomia","","03787818 (ISSN)","10.47280/RevFacAgron(LUZ).v39.n2.01","https://www.scopus.com/pages/publications/85127536783?origin=resultslist","The Andean crop germplasm bank, of the Camacani Experimental Center of the Universidad Nacional del Altiplano de Puno, has around 400 accessions of cañahua (Chenopodium pallidicaule Aellen), and 27 of them have been agronomically characterized. Given the importance of this crop for the inhabitants of highlands of the Peruvian Andes, the objective of this research was to assess the population fluctuation of insect pests and the severity of diseases in the mentioned accessions, along with three commercial varieties. The evaluations were carried out in three phases of the crop development, including the grain yield. It was found that the accessions and varieties of cañahua were tolerant to the attack of most pests and diseases. The most important pest was Eurysacca quinoae Povolny, especially in the accession 03-21-26 and the Ramis variety, in which up to 5.5 and 4.5 larvae were found per plant, respectively; however, the pest did not exceed the economic threshold of 6 larvae per plant during the phenological phases. In regards to diseases, it was confirmed that Peronospora sp. (mildew) is the main pathology that occurred during the agricultural season. Accessions 03-21-03 and 03-21-24 were not affected by the disease, while accessions 03-21-267, 03-21-218, 03-21-124, 03-21-26 and 03-21-64 were the most affected, showing the highest severity and area under the disease progress curve. When evaluating one season, the accessions and varieties of cañihua showed resistance to insect-pests and diseases, without appreciably decrease of their grain yields. © The Authors, 2021, Published by the Universidad del Zulia.","2022","2026-07-10 21:17:25","2026-07-10 21:17:25","","","","2","39","","Rev. Facul. Agron.","Flutuação das principais pragas e doenças de insetos em cañihua (Chenopodium pallidicaule Aellen) do Altiplano Andino peruano","","","","","Universidad del Zulia","","English","","","Scopus","","","","","<p>Export Date: 10 July 2026; Cited By: 2; Correspondence Address: B.L. Ttacca; Universidad Nacional de Cañete, Escuela Profesional de Agronomía, Peru; email: bleon@undc.edu.pe</p>","","","Germplasm bank; Population fluctuation; Severity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RQF2UCZA","journalArticle","2011","Vargas, A.; Elzinga, D.B.; Rojas-Beltran, J.A.; Bonifacio, A.; Geary, B.; Stevens, M.R.; Jellen, E.N.; Maughan, P.J.","Development and use of microsatellite markers for genetic diversity analysis of cañahua (Chenopodium pallidicaule Aellen)","Genetic Resources and Crop Evolution","","09259864 (ISSN)","10.1007/s10722-010-9615-z","https://www.scopus.com/pages/publications/79959791928?origin=resultslist","Cañahua (Chenopodium pallidicaule Aellen) is a poorly studied, annual subsistence crop of the high Andes of South America. Its nutritional value (high in protein and mineral content) and ability to thrive in harsh climates make it an important regional food crop throughout the Andean region. The objectives of this study were to develop genetic markers and to quantify genetic diversity within cañahua. A set of 43 wild and cultivated cañahua genotypes and two related species (Chenopodium quinoa Willd. and Chenopodium petiolare Kunth) were evaluated for polymorphism using 192 microsatellite markers derived from random genomic cañahua sequences produced by 454 pyrosequencing of cañahua genomic DNA. Another 424 microsatellite markers from C. quinoa were also evaluated for cross-species amplification and polymorphism in cañahua. A total of 34 polymorphic microsatellite marker loci were identified which detected a total of 154 alleles with an average of 4. 5 alleles per marker locus and an average heterozygosity value of 0. 49. A cluster analysis, based on Nei genetic distance, clearly separated from wild cañahua genotypes from the cultivated genotypes. Within the cultivated genotypes, subclades were partitioned by AMOVA analysis into six model-based clusters, including a subclade consisting sole of erect morphotypes. The isolation by distance test displayed no significant correlation between geographic collection origin and genotypic data, suggesting that cañahua populations have moved extensively, presumably via ancient food exchange strategies among native peoples of the Andean region. The molecular markers reported here are a significant resource for ongoing efforts to characterize the extensive Bolivian and Peruvian cañahua germplasm banks, including the development of core germplasm collections needed to support emerging breeding programs. © 2010 Springer Science+Business Media B.V.","2011","2026-07-10 21:17:25","2026-07-10 21:17:25","","727-739","","5","58","","Genet. Resour. Crop. Evol.","","","","","","","","English","","","Scopus","","","","","<p>Export Date: 10 July 2026; Cited By: 13; Correspondence Address: P. J. Maughan; Department of Plant and Wildlife Sciences, Brigham Young University, Provo, UT 84602, 285 WIDB, United States; email: Jeff_Maughan@byu.edu; CODEN: GRCEE</p>","","","Acer pensylvanicum; Andes; Cañahuaf; Chenopodium pallidicaule; Chenopodium petiolare; Chenopodium quinoa; cluster analysis; crop plant; cultivar; Genetic diversity; genetic marker; genetic resource; genetic variation; germplasm; herb; heterozygosity; indigenous population; Microsatellite markers; molecular analysis; morphotype; nutritive value; plant breeding; Population structure; variance analysis; wild population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HB2W8T43","journalArticle","2019","Mangelson, H.; Jarvis, D.E.; Mollinedo, P.; Rollano-Penaloza, O.M.; Palma-Encinas, V.D.; Gomez-Pando, L.R.; Jellen, E.N.; Maughan, P.J.","The genome of Chenopodium pallidicaule: An emerging Andean super grain","Applications in Plant Sciences","","21680450 (ISSN)","10.1002/aps3.11300","https://www.scopus.com/pages/publications/85075184886?origin=resultslist","Premise: Cañahua is a semi-domesticated crop grown in high-altitude regions of the Andes. It is an A-genome diploid (2n = 2x = 18) relative of the allotetraploid (AABB) Chenopodium quinoa and shares many of its nutritional benefits. Cañahua seed contains a complete protein, a low glycemic index, and offers a wide variety of nutritionally important vitamins and minerals. Methods: The reference assembly was developed using a combination of short- and long-read sequencing techniques, including multiple rounds of Hi-C–based proximity-guided assembly. Results: The final assembly of the ~363-Mbp genome consists of 4633 scaffolds, with 96.6% of the assembly contained in nine scaffolds representing the nine haploid chromosomes of the species. Repetitive element analysis classified 52.3% of the assembly as repetitive, with the most common repeat identified as long terminal repeat retrotransposons. MAKER annotation of the final assembly yielded 22,832 putative gene models. Discussion: When compared with quinoa, strong patterns of synteny support the hypothesis that cañahua is a close A-genome diploid relative, and thus potentially a simplified model diploid species for genetic analysis and improvement of quinoa. Resequencing and phylogenetic analysis of a diversity panel of cañahua accessions suggests that coordinated efforts are needed to enhance genetic diversity conservation within ex situ germplasm collections. © 2019 Mangelson et al. Applications in Plant Sciences is published by Wiley Periodicals, Inc. on behalf of the Botanical Society of America","2019","2026-07-10 21:17:25","2026-07-10 21:17:25","","","","11","7","","Appl. Plant Sci.","","","","","","John Wiley and Sons Inc.","","English","","","Scopus","","","","","<p>Export Date: 10 July 2026; Cited By: 30; Correspondence Address: P.J. Maughan; Department of Plant and Wildlife Sciences, Brigham Young University, Provo, 5144 LSB, 84602, United States; email: Jeff_Maughan@byu.edu</p>","","","Amaranthaceae; Andean crops; Chenopodium pallidicaule; Hi-C; proximity-guided assembly","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XRAUBEBD","journalArticle","2023","Blair, M.W.; Londoño, J.M.; Buitrago-Bitar, M.A.; Wu, X.; Brenner, D.M.","Differentiation of Andean and Mesoamerican accessions in a proposed core collection of grain amaranths","Frontiers in Plant Science","","1664462X (ISSN)","10.3389/fpls.2023.1144681","https://www.scopus.com/pages/publications/85152554014?origin=resultslist","Grain amaranths are made up of three New World species of pseudo-cereals with C4 photosynthesis from the dicotyledonous family Amaranthaceae and the genus Amaranthus. They originate in two ecoregions of the Americas, namely, the inter-Andean valleys of South America and the volcanic axis and lowlands of Mexico and Central America. These correspond to two centers of domestications for Andean and Mesoamerican crops, with one cultivated species found in the first region and two found in the latter region. To date, no core collection has been made for the grain amaranths in the United States Department of Agriculture (USDA) germplasm system. In this study, our objective was to create a core for the 2,899 gene bank accessions with collection site data by town or farm site of which 1,090 have current geo-referencing of latitude and longitude coordinates. We constituted the core with 260 genotypes of Amaranthus, which we evaluated with 90 single-nucleotide polymorphism markers. Our goal was to distinguish between Andean and Mesoamerican gene pools of amaranths, including the cultivated species and three possible progenitor or wild relative ancestors along with two more species in an outgroup. Population structure, clustering, and discriminant analysis for principal components showed that Andean species Amaranthus caudatus and Amaranthus quitensis shared fewer alleles with Mesoamerican species Amaranthus cruentus and Amaranthus hypochondriacus, compared to each group individually. Amaranthus hybridus was a bridge species that shared alleles with both regions. Molecular markers have the advantage over morphological traits at quickly distinguishing the Andean and Mesoamerican cultivars and have the added benefit of being useful for following inter-species crosses and introgression. Copyright © 2023 Blair, Londoño, Buitrago-Bitar, Wu and Brenner.","2023","2026-07-10 21:17:40","2026-07-10 21:17:40","","","","","14","","Front. Plant Sci.","","","","","","Frontiers Media S.A.","","English","","","Scopus","","","","","<p>Export Date: 10 July 2026; Cited By: 5; Correspondence Address: M.W. Blair; Department of Agricultural and Environmental Sciences, College of Agriculture, Tennessee State University, Nashville, United States; email: mblair@tnstate.edu</p>","","","Andean grain amaranth; centers of domestication; competitive allele specific PCR; cultivated and wild accessions; genetic diversity; Mesoamerican grain amaranth","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VJNNF342","journalArticle","2003","Štefúnová, V.; Bežo, M.","Genetic diversity analysis of amaranth (Amaranthus cruentus) germplasm collection by RAPD","Biologia - Section Botany","","13356372 (ISSN)","","https://www.scopus.com/pages/publications/22644446645?origin=resultslist","Genetic diversity analysis of seven amaranth (Amaranthus cruentus L.) genotypes (Ames 1959 RRC 1, PI 566896 Komo, PI 511719 Niqua alegria chang, PI 511876 Huatle, PI 527567 IZ 32, PI 604558 Mapes 821, PI 612169 Tibet Yellow) was performed using random amplified polymorphic DNA (RAPD) method with twelve random primers under optimized conditions. A total of 86 fragments was generated by the twelve primers, with an average of 5.5 fragments per primer. Out of 86 amplified fragments, 66 fragments showed polymorphism among seven genotypes of amaranth (Amaranthus cruentus L.), which represents 76.7% polymorphism). The genetic similarities ranged from 52.0% (PI 511876 Huatle and PI 604558 Mapes 821) to 93.5% (Ames 1959 RRC 1 and PI 527567 IZ 32). According to the genetic distance data and UPGMA dendrogram, PI 511876 Huatle is the most diverse genotype and distinguishable with all primers used in the study.","2003","2026-07-10 21:17:40","2026-07-10 21:17:40","","53-57","","SUPPL. 12","58","","Biol. Sect. Bot.","","","","","","","","English","","","Scopus","","","","","<p>Export Date: 10 July 2026; Cited By: 8; Correspondence Address: V. Štefúnová; Department of Genetics and Plant Breeding, Faculty of Agronomy, Slovak University of Agriculture in Nitra, SK-94976 Nitra, Trieda Andreja Hlinku 2, Slovakia; email: Veronika.Stefunova@uniag.sk</p>","","","Amaranth; Amaranthus; Amaranthus caudatus; Amaranthus cruentus; Amaranthus cruentus L.; Genetic diversity; Germplasm; RAPD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9Z5F32TP","journalArticle","2021","Thapa, R.; Edwards, M.; Blair, M.W.","Relationship of cultivated grain amaranth species and wild relative accessions","Genes","","20734425 (ISSN)","10.3390/genes12121849","https://www.scopus.com/pages/publications/85120038008?origin=resultslist","Amaranthus is a genus of C4 dicotyledonous herbaceous plants, and three New World species have been domesticated to produce grain crops with light colored seed which are classified as pseudo-cereals rich in protein and minerals. A core collection of grain amaranths and immediate precursor species has been established, representing the closest related species. The goal of this study was to evaluate the genetic diversity in that collection of cultivated and wild species, using competitive allele single nucleotide polymorphism markers. A secondary objective was to determine the relationships among the three cultivated species and non-domesticated Amaranthus, while a third objective was to evaluate the utility of the markers in detecting diversity in the 276 genotypes. The markers were found to be highly variable with an average polymorphism information content of 0.365. All markers were bi-allelic; and the major allele frequency ranged from 0.388 to 0.871. Population structure analysis of the cultigens revealed the presence of two sub populations. Phylogeny confirmed that the two Mesoamerican species, Amaranthus cruentus and Amaranthus hypochondriacus, were related and distant from the South American species Amaranthus caudatus, which in turn was very closely clustered with Amaranthus quitensis, even though this is considered a weedy relative. The first pair of species were likely to have inter-crossed, while the latter two likely exist in a wild-cultivated hybrid state. In conclusion, the results of this SNP study provided insights on amaranth cultivars and their relationship to wild species, the probable domestication events leading to the cultivars, and possible crop breeding or germplasm conservation strategies. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.","2021","2026-07-10 21:17:40","2026-07-10 21:17:40","","","","12","12","","Genes","","","","","","MDPI","","English","","","Scopus","","","","","<p>Export Date: 10 July 2026; Cited By: 28; Correspondence Address: M.W. Blair; Department of Agricultural and Environmental Sciences, Tennessee State University, Nashville, 37209, United States; email: mblair@tnstate.edu</p>","","","allele specific polymerase chain reaction; Amaranthus; Amaranthus caudatus; article; breeding; Competitive allele specific PCR; crop; Crops, Agricultural; cultivar; Cultivated and wild Amaranthus; cultivated species; domestication; Domestication; Domestication processes; Edible Grain; food grain; gene frequency; genetic association; Genetic diversity; genetic marker; genetic variability; genetics; Genome, Plant; genotype; Genotype; germplasm; grain; human cell; nonhuman; phylogeny; Phylogeny; plant breeding; Plant Breeding; plant genome; plant seed; Polymorphism, Single Nucleotide; population structure; procedures; Seeds; single nucleotide polymorphism; Weed-crop complexes and relatives; wild species; wild type","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MIUQQM78","journalArticle","2022","Kanbar, A.; Beisel, J.; Wetters, S.; Gutierrez, M.T.; Graeff-Hönninger, S.; Nick, P.","A rapid, simple, and reliable assay to authenticate Peruvian kiwicha (A. caudatus) for food applications","European Food Research and Technology","","14382377 (ISSN)","10.1007/s00217-022-04089-6","https://www.scopus.com/pages/publications/85135110724?origin=resultslist","Amaranth has acquired great economic impact as functional food, with species originating from Mexico dominating global trade. In contrast, the Peruvian A. caudatus (kiwicha) has been vastly neglected, although it is endowed with very promising nutritive traits. Morphological plasticity and taxonomic ambiguities render authentication of Amaranth difficult, such that the identity of commercial samples is often unclear. To safeguard the authenticity of kiwicha and, thus, consumer safety, we characterised a germplasm collection of 84 Amaranth accessions on both, the morphological and the genetic level. We show that kiwicha can be delineated phenotypically from other species by its late flowering, taller posture, and lower grain yields. Instead, flower and seed color, often used as proxy for identity, do not qualify as taxonomic markers. Using the plastidic barcoding marker psbA-trnH igs we were able to identify a specific Single Nucleotide Polymorphism (SNP) that separated kiwicha from all other species of Amaranth. This allowed us to develop a sequencing-free authentication assay using an Amplified Refractory Mutation System (ARMS) strategy. As a result kiwicha in commercial samples can be authenticated by a single duplex-PCR yielding a diagnostic side band reporting A. caudatus against all other species of Amaranthus. This fingerprinting assay will help to develop the nutritive potential of kiwicha and to safeguard seed material for A. caudatus against adulteration by the far more prevalent species from Mexico. © 2022, The Author(s).","2022","2026-07-10 21:17:40","2026-07-10 21:17:40","","2779-2797","","11","248","","Eur. Food Res. Technol.","","","","","","Springer Science and Business Media Deutschland GmbH","","English","","","Scopus","","","","","<p>Export Date: 10 July 2026; Cited By: 6; Correspondence Address: A. Kanbar; Molecular Cell Biology, Botanical Institute, Karlsruhe Institute of Technology, Karlsruhe, Fritz-Haber-Weg 4, 76131, Germany; email: adnan.kanbar@kit.edu</p>","","","Amaranth; Amaranthus caudatus; Amplified refractory mutation system; Amplified Refractory Mutation System (ARMS); Authentication; Economic impacts; Food applications; Kiwicha; Me-xico; Molecular authentication; psbA-trnH; Psba-trnh; Refractory materials; Simple++","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YDTJCU5R","journalArticle","2020","Deb, S.; Jayaprasad, S.; Ravi, S.; Rao, K.R.; Whadgar, S.; Hariharan, N.; Dixit, S.; Sunil, M.; Choudhary, B.; Stevanato, P.; Ramireddy, E.; Srinivasan, S.","Classification of Grain Amaranths Using Chromosome-Level Genome Assembly of Ramdana, A. hypochondriacus","Frontiers in Plant Science","","1664462X (ISSN)","10.3389/fpls.2020.579529","https://www.scopus.com/pages/publications/85096634786?origin=resultslist","In the age of genomics-based crop improvement, a high-quality genome of a local landrace adapted to the local environmental conditions is critically important. Grain amaranths produce highly nutritional grains with a multitude of desirable properties including C4 photosynthesis highly sought-after in other crops. For improving the agronomic traits of grain amaranth and for the transfer of desirable traits to dicot crops, a reference genome of a local landrace is necessary. Toward this end, our lab had initiated sequencing the genome of Amaranthus (A.) hypochondriacus (A.hyp_K_white) and had reported a draft genome in 2014. We selected this landrace because it is well adapted for cultivation in India during the last century and is currently a candidate for TILLING-based crop improvement. More recently, a high-quality chromosome-level assembly of A. hypochondriacus (PI558499, Plainsman) was reported. Here, we report a chromosome-level assembly of A.hyp_K_white (AhKP) using low-coverage PacBio reads, contigs from the reported draft genome of A.hyp_K_white, raw HiC data and reference genome of Plainsman (A.hyp.V.2.1). The placement of A.hyp_K_white on the phylogenetic tree of grain amaranths of known accessions clearly suggests that A.hyp_K_white is genetically distal from Plainsman and is most closely related to the accession PI619259 from Nepal (Ramdana). Furthermore, the classification of another accession, Suvarna, adapted to the local environment and selected for yield and other desirable traits, is clearly Amaranthus cruentus. A classification based on hundreds of thousands of SNPs validated taxonomy-based classification for a majority of the accessions providing the opportunity for reclassification of a few. © Copyright © 2020 Deb, Jayaprasad, Ravi, Rao, Whadgar, Hariharan, Dixit, Sunil, Choudhary, Stevanato, Ramireddy and Srinivasan.","2020","2026-07-10 21:17:40","2026-07-10 21:17:40","","","","","11","","Front. Plant Sci.","","","","","","Frontiers Media S.A.","","English","","","Scopus","","","","","<p>Export Date: 10 July 2026; Cited By: 11; Correspondence Address: B. Choudhary; Institute of Bioinformatics and Applied Biotechnology, Bengaluru, India; email: ssubha@ibab.ac.in; S. Srinivasan; Institute of Bioinformatics and Applied Biotechnology, Bengaluru, India; email: vibha@ibab.ac.in</p>","","","whole genome sequencing; A. caudatus; A. cruentus; A. hypochondriacus; genotyping by sequencing; global-germplasm resources information network (GRIN); grain amaranths plainsman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TFSGI8DV","journalArticle","2013","Andini, R.; Yoshida, S.; Yoshida, Y.; Ohsawa, R.","Amaranthus genetic resources in Indonesia: Morphological and protein content assessment in comparison with worldwide amaranths","Genetic Resources and Crop Evolution","","09259864 (ISSN)","10.1007/s10722-013-9979-y","https://www.scopus.com/pages/publications/84885864946?origin=resultslist","The morphological variations (growth habit, leaf shape, leaf color, height, stem diameter, number of branches and internodes, leaf area, blade ratio, leaf thickness, number of leaves, and total leaf area) and protein content of 53 Indonesian amaranths (Amaranthus spp.), consisting of weedy-, vegetable-, and ornamental-types, were assessed. The extent of variation in the Indonesian Amaranthus accessions were compared with the worldwide collection (26 accessions from United States Department of Agriculture (USDA) and 5 ornamentals from Nepal) in the experimental field of the University of Tsukuba, Japan. The variation in average values of most morphological traits and protein content in the Indonesian accessions were similar to those of the worldwide germplasm, but the important parameters that influence vegetable yield (e.g., number of leaves and stem diameter) were superior in the Indonesian accessions. Protein content showed a positive correlation with the number of leaves, whereas a negative correlation was observed with leaf thickness. The Indonesian accession of A. viridis and A. dubius showed a great potential to be further selected as parental lines for high protein content and number of leaves. The relatively high protein content of the leaves of Celosia may also potentially serve as an alternative protein source in the tropics. © 2013 The Author(s).","2013","2026-07-10 21:17:40","2026-07-10 21:17:40","","2115-2128","","7","60","","Genet. Resour. Crop. Evol.","","","","","","","","English","","","Scopus","","","","","<p>Export Date: 10 July 2026; Cited By: 32; Correspondence Address: R. Ohsawa; Graduate School of Life and Environmental Sciences, University of Tsukuba, Tsukuba, Ibaraki, 305-8572, 1-1-1 Tennodai, Japan; email: osawa.ryo.gt@u.tsukuba.ac.jp; CODEN: GRCEE</p>","","","Amaranthus; Amaranthus caudatus; Amaranthus dubius; Amaranthus viridis; Celosia; crop yield; genetic differentiation; germplasm; Indonesia; leaf morphology; Morphological diversity; perennial plant; protein; stem; vegetable; Vegetable","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TQK82GZ9","journalArticle","2010","Kaur, S.; Singh, N.; Rana, J.C.","Amaranthus hypochondriacus and Amaranthus caudatus germplasm: Characteristics of plants, grain and flours","Food Chemistry","","03088146 (ISSN)","10.1016/j.foodchem.2010.05.091","https://www.scopus.com/pages/publications/77954952743?origin=resultslist","In the present study, the plant, grain and flour characteristics of 48 Amaranthus hypochondriacus and 11 Amaranthus caudatus lines are reported. A. hypochondriacus grains had a higher thousand kernel weight (0.62-0.88. g), a creamish yellow colour (L*=61.38-68.29, b*=5.26-6.8 and a*=19.71-23.84), whereas A. caudatus grains had a lower thousand kernel weight (0.46-0.70. g) and a reddish-brown colour (L*=47.1-51.2, b*=11.82-14.02 and a*=7.72-13.29). The A. caudatus lines had a higher protein content, fat content and tendency for retrogradation, and lower &#945;-amylase activity as compared to A. hypochondriacus lines. The Amaranthus lines with higher a*-values and lower thousand kernel weight, L*- and b*-values, had a higher fat, crude fibre and protein content. The correlation of fat and crude fibre content with the thousand kernel weight, L*-, a*- and b*-values, was significant. The A. hypochondriacus lines showed higher pasting temperature, and lower peak viscosity, breakdown and setback, as compared to the A. caudatus lines. The result reflected that the lines with higher &#945;-amylase activity showed a lower peak viscosity, breakdown, final viscosity and gel hardness, and a higher pasting temperature. © 2010 Elsevier Ltd.","2010","2026-07-10 21:17:40","2026-07-10 21:17:40","","1227-1234","","4","123","","Food Chem.","","","","","","","","English","","","Scopus","","","","","<p>Export Date: 10 July 2026; Cited By: 58; Correspondence Address: N. Singh; Department of Food Science and Technology, Guru Nanak Dev University, Amritsar 143005, India; email: narpinders@yahoo.com; CODEN: FOCHD</p>","","","adhesion; Amaranthus; Amaranthus caudatus; Amaranthus hypochondriacus; amylase; article; chemical composition; Composition; enzyme activity; fat content; flour; Flour; germplasm; grain; Grain; hardness; Pasting properties; protein content; temperature; viscosity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
